User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Colorado Constitutional Conservatives of America,,none,,,,1445,,2021-11-08 14:42:42 EST,2021/11/8,14:42:42,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/362965643799929/permalink/4462730043823448,The Eoich News (which I trust) is announcing a 4 Day Vax Sttike nationally starting today. I must have missed that in a previous email from them. Im self employed so cant do much. But it might be an FYI to you.,,,,,,0,,,0,-38,1
Conservative Bless,,none,,,,5450,,2021-08-23 09:54:06 EDT,2021/8/23,9:54:06,Status,15,5,3,3,0,1,0,0,3,0,,-,0,0,0,,https://www.facebook.com/groups/156589891820077/permalink/997256861086705,"The FDA approves the Pfizer 2 shot vax so basically many people werent getting the vax because it wasnt approved by the FDA, and now, poof..!! its approved by the FDA嚙",,,,,,0,,,15,-1.67,1
Georgia Trump Republicans,,none,,,,14113,,2021-09-19 06:18:34 EDT,2021/9/19,6:18:34,Status,10,8,0,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/191951345253104/permalink/553145635800338,The FDA is NOT approving the Booster vax Say No To Non Compliance Booster!!,,,,,,0,,,10,-8.9,1
Conservative Republican - People's Grassroots National Campaign,,none,,,,5310,,2021-11-16 09:21:35 EST,2021/11/16,9:21:35,Status,11,5,1,5,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1204666772916238/permalink/4545636525485896,"The jab gives zero immunity merely a reduced disease process Natural acquired immunity through having and beating the Covid virus is up to 27 times more effective than the  immunity from the jab at its peak ( research from Israel and verified by Johns Hopkins) The manufacturers of the various jabs are still granted immunity from liability from adverse reactions even though they are no longer under emergency use protection Pfizer added an anti myocardial medication to the 5-11 year old jab due to the high risk of myocardial in young people, especially males. If they quietly added that, what else has been secretly added? Im not anti vax Do as you see fit for you and yours I am anti BS and force and mandates",,,,,,0,,,11,-1.73,1
#Conservatives of Texas,,none,,,,2161,,2021-11-03 16:25:21 EDT,2021/11/3,16:25:21,Status,18,15,0,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2288191118089273/permalink/2985304168377961,The media has been talking about Virginia all day and I find it interesting that the Biden Admin came out with a sudden long winded announcement to vax children. They are worried and desperately needing to put something on the forefront to control the narrative. He's actually taking questions but nobody wants to talk vaccines. All questions are about the concern of the Democrat agenda. Lol,,,,,,0,,,18,-1.83,1
Republicans Against Trumpism Group,,none,,,,4954,,2021-09-22 08:44:24 EDT,2021/9/22,8:44:24,Status,52,38,3,11,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2146644498947733/permalink/3033904963555011,"The next time someone calls you a sheep for believing in the vax, tell them this... Sheep are lead by fear. It's people like you that fear the masks. Fear your rights are being taken away. Fear the shot. Fear government control. While people like us simply have a brain to understand science and the ability to have compassion for others to understand the need to protect the vulnerable who cannot vax.",,,,,,0,,,52,-1.04,1
Botetourt Conservatives and Independent Thinkers,,none,,,,1062,,2021-08-06 23:41:17 EDT,2021/8/6,23:41:17,Status,33,30,2,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/211813046697642/permalink/525938308618446,The only way we are going to win any more elections is to end the fraud. VA voted for GOP Presidents for 40 straight years until Obama came on the scene (2008). Since then votes flip after midnight just like other states did in the 2020 Election. We should be seeing Daniel Gade as our Senator along with the electorate cast different. Fox called our state 5 minutes after the polls closed. WTH??? This is a big week coming up with the public release of the AZ Audit. Other states are pushing a forensic audit and we need the same. Mike Lindells 72 hr cyber symposium is on Frank Speech next week and everyone needs to share and view it. Also the Big Rig documentary is out. I will post links in the comments. Its up to us to push this as the MSM is blocking all information. They are pushing Vax and mask mandates along with the Cuomo scam. False Flags distractions. They call this conspiracy theory but every other one this year has been proven true. Watch both these vids and share.,,,,,,0,,,33,-1.18,2
Union Of Global Conservatives,,none,,,,1431,,2021-07-10 04:28:22 EDT,2021/7/10,4:28:22,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1986612451601386/permalink/2843013379294618,"The political action committee founded by former Georgia House Minority Leader Stacey Abrams (D) has raised more than $100 million since it was founded just over two years ago, putting it among the top-raising political groups in the nation. You do realize where the majority of that money comes from, right? Just Remember: A JAB for You and Yours is a Vote for Socialism!",https://www.facebook.com/1690436619/posts/10209062824723027/,,,This is a re-share of a post,How many Doses of VAX will they sell? How much of that money will go for Joe Biden or Democratic-Socialist Elections 2022/24? 尹,0,,,0,-34,1
Arturo Balderrama's Texas Conservative Patriots,,none,,,,,,2021-09-05 23:21:47 EDT,2021/9/5,23:21:47,Status,11,6,0,5,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/366889837716133/permalink/455721738832942,"THE REAL REASON BEHIND THOSE LABELS This applies to lots of things in today's mediascape....not just vaccines (and I'm neither pro- nor anti-vax....I believe in freedom & common-sense. Spelling is distorted in some cases to avoid F-book fascists. First, a little free translation from someone who speaks the language. (I've written thousands of news articles and straight-to-air press releases). """"""""There is no evidence"""""""" What it means:  The press release said there was no evidence.  We did not G00gle for evidence.  Even if we did G00gle for evidence, the results would be skewed to say there is no evidence. What it does NOT mean: Anything. """"""""Insufficient data"""""""" What it means:  No one has sent us a press release about research Big Harma funded (because they fund nearly all medical research). What it does NOT mean: - We searched for data. - No data exists. - The drug is harmful when used as prescribed. - Anything else. """"""""Partly false information"""""""" What it means:  The information is essentially true, otherwise, we would label it FALSE. But we can't, so assume it's mostly true.  Someone, somewhere (usually someone with a record of partisan activism) disputes something about it. What it does NOT mean: - The information is incorrect or false. - We have any information that proves anything else. """"""""Hospitals overrun with patients who used..."""""""" What it means:  The wire or press release said hospitals are overrun.  Someone heard (or imagined) someone went to a hospital with nausea and diarrhea after using the animal version, without a doctor's advice.  Someone copied and pasted the warnings on the horse paste label. What it does NOT mean: - We spoke with several hospitals that said they were overrun. - Anyone was ever hospitalized as a result of using the drug as prescribed. """"""""Uptick in calls to Poison Control"""""""" What it means:  The wire or press release said there was an uptick in calls to poison control.  Someone heard (or imagined) someone called poison control after the worst possible abuse of the animal version of the substance, outside of a doctor's advice.  Someone copied and pasted the warnings on the horse paste label. What it does NOT mean: - We called Poison Control for current data and compared it against previous years for context and perspective. - Anyone who used the drug as prescribed ever called Poison Control. - The drug is harmful when used as prescribed. I could slap a warning on every article you could ever post, because literally every statement can be made controversial if someone wants to dispute it. Make no mistake, these """"""""fa瞽t 瞽he瞽ks"""""""" and warnings are not designed to inform. They're designed to further divide. They know at least 85 percent of people will never click on the link, let alone read all those words. People certainly won't open the internal links to verify the author's sources. To save you some time, the rote fa瞽t 瞽he瞽k formula goes a little something like, """"""""No evidence of yada yada... Insufficient data to yada yada... [dire overdose warning copied and pasted from product literature]... 'Health experts' (go to Open Secrets dot org and note where their 'experts' donate) say yada yada... """""""" with links to articles from partisan hacks making the same hollow claims (The Fa瞽t 柳e瞽k Circle J*erk). Those """"""""independent"""""""" articles are created for two purposes: 1) Damage the image of the perpetrator who dared share the """"""""misinformation"""""""", and 2) Give the woke masses """"""""credible"""""""" ammunition. The labels are part of a Social Credits system that staunches critical thinking, bullies thinkers to comply, and gives woke activists the moral authority to segregate and discriminate at will. Just ask Candace Owens, who was just denied medical diagnostics because her online reputation marks her as a """"""""dangerous spreader of misinformation"""""""". How do you even begin to fight that kind of blatant discrimination? Every time a warning gets slapped on one of our posts, our digital reputation is damaged, and others gain the right to single us out. Even after the label is debunked, the hit to our reputation remains. Bunter Hiden's |apt0p? The first plague treatment - H C Q - Big Harma destroyed through its corrupt media and tech co-conspirators? Both proved true after the massive conspiracies to cover them up. Before you get all comfy believing you're safe, because they're only going after crazy conservatives who probably deserve it, you should know that they're not targeting conservatives. They're targeting anyone who shares truth. Robert F. Kennedy, Jr., Joe Rogan, former NY Times science reporter, Alex Berenson, are just a few of the non conservatives being techxecuted for speaking truth. Just for grins, compare a G00gle search of RFK's name with Yandex and Duck Duck Go searches and see what you learn. G666 showers you with trash depicting RFK as an unhinged zealot, while the others reflect his achievements and values. If a liberal Kennedy can be destroyed for sharing his beliefs, where does that leave the rest (truncated)",,,,,,0,,,11,-0.21,1
The conservative VOICE,,none,,,,982,,2022-02-10 13:07:52 EST,2022/2/10,13:07:52,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1060981287746646/permalink/1285081235336649,"The science is changing in California for the super bowl, masks, and vax mandates being suspended for the super bowl, hmmm science in one hand - money in the other, which one is it you decide. .",,,,,,0,,,0,-54,0
Facebook is out to get conservatives,,none,,,,1487,,2021-10-08 19:20:23 EDT,2021/10/8,19:20:23,Status,34,2,2,16,0,5,0,0,9,0,,-,0,0,0,,https://www.facebook.com/groups/1438490009668091/permalink/1765478360302586,"The third report of individuals being given a covid shot instead of a flu shot. Two at Walgreens and one at CSV. How in the heck does this happen??? A family of 4 with 2 small kids, 4 and 5 yrs old, went to a Walgreens in Evansville, Indiana to get their flu shots. They got home afterwards and received a call stating there had been a mistake and instead of the flu shot, they were ALL given ADULT doses of the covid vax. The children were taken to a pediatric cardiologist and both are showing signs of heart issues. One of the children is also sick with a cough and a fever. The family has retained a lawyer. The adult dose they were given is 3 times what a child would be given! This was on channel 14 news (14 NEWS.COM/EVANSVILLE)",,,,,,0,,,34,-1.59,1
Columbia County Republicans Forum - Oregon,,none,,,,615,,2020-04-25 16:08:51 EDT,2020/4/25,16:08:51,Status,42,10,10,16,2,2,1,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/454117051354846/permalink/2456098401156691,"These are the dirty men controlling your Governor and attempting to control your President, concerning decisions during this epidemic. Be safe, but be aware. There's is another post in the this group and link showing the Ties from Bill Gates to Governor Brown and Inslee. **** warning about the developments happening with new Corona virus vaccines*** The below video show that in past attempts to developed a Corona-SARS vaccine, the test animals after receiving this Vax, developed antibodies. Which is great. But when those same test animal were exposed to to the wild virus they developed wild immune responses, lung infections, followed by death. The new vax that people are clamoring for is no different...except that there will be no animal testing. You will be the test. Bill Gates has asked for IMMUNITY concerning anything that may go wrong with this vaccine. He also refuses to give it to other countries without first being assured full immunity. Probably due to the fact they have sued his pants off for his past atrocities concerning vaccines. (Look up his dealings with India, sterilizing effects in African Tdap shots and problems with the spread of Polio thank to his Magical Vaccines)These men are not trying to protect us, they very much have an agenda and millions of dollars to be made, OFF OF US. https://www.facebook.com/1411189272541151/posts/2603603729966360/?vh=e&d=n",,,,,,0,,,42,-1.26,1
California conservatives,,none,,,,4971,,2020-05-22 00:16:19 EDT,2020/5/22,0:16:19,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1505947649587583/permalink/1536208916561456,They want to vax out genes,,,,,,0,,,0,-48,1
Ingham County Republican Party,,none,,,,603,,2021-06-27 12:59:12 EDT,2021/6/27,12:59:12,Status,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/193901353226/permalink/10158699707208227,"Think Man Made Global Warming / CO2 reduction; Covid Vax; Masks; Planet Lockdown, Fractional/Risk-Limiting Audits And So On...",,,,,,0,,,4,-5.5,0
NIRW  Northern Illinois Republican Women & Friends *Official*,,none,,,,423,,2021-01-05 20:07:24 EST,2021/1/5,20:07:24,Status,14,6,0,1,0,0,7,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/288825591321662/permalink/1536000976604111,"This cracked me up 不不... Like, well, when you put the vax into perspective .. saw on a friend's page..... #logic If there was a contraceptive vaccine, but after getting it you could still get pregnant and you still had to wear a condom, would you take it? Asking for a friend....",,,,,,0,,,14,-2.14,0
Aussie Conservative Political Shenanigans,,none,,,,,,2021-02-25 20:19:27 EST,2021/2/25,20:19:27,Status,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2876690109254479/permalink/2955771678012988,"This is GOLD! An Open Letter To Prime Minister Scott Morrison who likes to be known as ScoMo Hey ScoMo, I just wanted to let you know that Im already participating in your vaccine roll out with great results!  More about that later. I know theres a few pesky anti-vaxers out there, but you wont have to worry about them till the next election, although their numbers are growing from what I can see. What Im observing is that many of the people who the pollies and the media like to label as anti-vaxers and conspiracy theorists in order to belittle, them are actually intelligent, thinking people who have had multiple vaccinations throughout their life and done their research. They are not anti-vax. They are against an experimental vaccine, with no demonstrable benefits and they know that it hasnt been tested properly. Anyway, I digress Im so glad the first shipment of va c c in es has landed and that your mates at the TGA have given 2 pharmaceutical concoctions provisional approval under the recently rushed through EUA  Emergency Use Approval system which only requires limited testing. It must have been quite difficult for them to go through the rigorous rubber-stamping process you told us about. Its interesting that as part of the TGAs rigorous safety checking, regulator and now media star in your misleading advertising campaign, John Skerritt provided labelling exemptions to Pfizer on 13th January 2021 including the removal of a warning KEEP OUT OF THE REACH OF CHILDREN and this labelling exemption was given about a month before the Pfizer medicine was even provisionally approved by the TGA. To an ordinary bloke like me this seems a bit odd, but of course Professor John has been on TV telling us all what a thorough job he and his fellow rubber stampers at the TGA have been doing, so we should all have a warm fuzzy feeling in our undies. I guess it must be because this concoction of genetically modified organisms, chimpanzee adenovirus and embryonic kidney cells is perfectly safe for everyone who wants this stuff in their body, including unsuspecting children. I guess the fact that there are so many people in our regulatory agencies and government who have links to the pharmaceutical industry, the world economic forum and the billionaires makes it a lot easier to get things done these days. I know you are a pragmatist and would like that sort of thing even though your pesky constituents might think it a conflict of interest. But, never mind Scotty, its probably just a conspiracy theory. Most people are just amazed that the pharmaceutical companies were able to get the v a cci ne s out to market in such a record time. I guess they just wanted us all to be safe, sooner. I never knew companies were so benevolent. Thanks also for personally assuring us that the va cc in e s are completely safe. We know we can absolutely trust you because of your extensive medical knowledge and training. I understand that your Health Minister Greg Hunt has precisely the same medical qualifications as you, however whats comforting for us to know is that he previously worked as Head of Strategy at the World Economic Forum. Thats the organisation promoting The Great Reset where we will in future own nothing and be happy. But you already know that because you are carrying out their agenda, even though Klaus Schwabs pontifications are quite opposite to Liberal Party values and beliefs. Im sure the Australian People are so glad were in such safe hands and that you have our best interests at heart. Perhaps the Liberal Party should be renamed the LINO Party  Liberal In Name Only. And of course, the cheeseburger eating and coke drinking medical expert and philanthropist geek with the same medical qualifications as you and Greg, has been urging us all to be vaccinated as well. I know hes not interested in the massive profits hes going to make from all the va cc in e$ produced by companies that hes heavily invested in. Thats probably just another conspiracy theory isnt it Scomo? Youve demonstrated your complete support for the Australian people by making your mates in the pharmaceutical industry completely immune from prosecution for any side effects from the v @ c ci ne $ which you are urging us all to take even though you cant tell us what the benefit of doing so will be. Not even the Australian Government will provide any compensation to the victims of v@ cc in e injury so we as the Australian people can clearly see your complete faith in the safety of this v A cc in E roll out. Youve told us that even after weve been vaccinated,  We may still catch the virus  We may still pass it on to others  We cant be sure it will work against future strains of the virus  We may need to be re j@bb E D because the v@cc in e will only work for a short time  You dont know effective the V @ cc I n e $ will be  Well still have to social distance and wont be able to hug our loved ones  Well still have to (truncated)",,,,,,0,,,1,-28,1
Aussie Conservative Political Shenanigans,,none,,,,,,2021-02-22 22:00:06 EST,2021/2/22,22:00:06,Status,16,8,4,4,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2876690109254479/permalink/2953711451552344,"THIS IS GOLD!!! An Open Letter To Prime Minister Scott Morrison who likes to be known as ScoMo Hey ScoMo, I just wanted to let you know that Im already participating in your vaccine roll out with great results!  More about that later. I know theres a few pesky anti-vaxers out there, but you wont have to worry about them till the next election, although their numbers are growing from what I can see. What Im observing is that many of the people who the pollies and the media like to label as anti-vaxers and conspiracy theorists in order to belittle, them are actually intelligent, thinking people who have had multiple vaccinations throughout their life and done their research. They are not anti-vax. They are against an experimental vaccine, with no demonstrable benefits and they know that it hasnt been tested properly. Anyway, I digress Im so glad the first shipment of va c c in es has landed and that your mates at the TGA have given 2 pharmaceutical concoctions provisional approval under the recently rushed through EUA  Emergency Use Approval system which only requires limited testing. It must have been quite difficult for them to go through the rigorous rubber-stamping process you told us about. Its interesting that as part of the TGAs rigorous safety checking, regulator and now media star in your misleading advertising campaign, John Skerritt provided labelling exemptions to Pfizer on 13th January 2021 including the removal of a warning KEEP OUT OF THE REACH OF CHILDREN and this labelling exemption was given about a month before the Pfizer medicine was even provisionally approved by the TGA. To an ordinary bloke like me this seems a bit odd, but of course Professor John has been on TV telling us all what a thorough job he and his fellow rubber stampers at the TGA have been doing, so we should all have a warm fuzzy feeling in our undies. I guess it must be because this concoction of genetically modified organisms, chimpanzee adenovirus and embryonic kidney cells is perfectly safe for everyone who wants this stuff in their body, including unsuspecting children. I guess the fact that there are so many people in our regulatory agencies and government who have links to the pharmaceutical industry, the world economic forum and the billionaires makes it a lot easier to get things done these days. I know you are a pragmatist and would like that sort of thing even though your pesky constituents might think it a conflict of interest. But, never mind Scotty, its probably just a conspiracy theory. Most people are just amazed that the pharmaceutical companies were able to get the v a cci ne s out to market in such a record time. I guess they just wanted us all to be safe, sooner. I never knew companies were so benevolent. Thanks also for personally assuring us that the va cc in e s are completely safe. We know we can absolutely trust you because of your extensive medical knowledge and training. I understand that your Health Minister Greg Hunt has precisely the same medical qualifications as you, however whats comforting for us to know is that he previously worked as Head of Strategy at the World Economic Forum. Thats the organisation promoting The Great Reset where we will in future own nothing and be happy. But you already know that because you are carrying out their agenda, even though Klaus Schwabs pontifications are quite opposite to Liberal Party values and beliefs. Im sure the Australian People are so glad were in such safe hands and that you have our best interests at heart. Perhaps the Liberal Party should be renamed the LINO Party  Liberal In Name Only. And of course, the cheeseburger eating and coke drinking medical expert and philanthropist geek with the same medical qualifications as you and Greg, has been urging us all to be vaccinated as well. I know hes not interested in the massive profits hes going to make from all the va cc in e$ produced by companies that hes heavily invested in. Thats probably just another conspiracy theory isnt it Scomo? Youve demonstrated your complete support for the Australian people by making your mates in the pharmaceutical industry completely immune from prosecution for any side effects from the v @ c ci ne $ which you are urging us all to take even though you cant tell us what the benefit of doing so will be. Not even the Australian Government will provide any compensation to the victims of v@ cc in e injury so we as the Australian people can clearly see your complete faith in the safety of this v A cc in E roll out. Youve told us that even after weve been vaccinated,  We may still catch the virus  We may still pass it on to others  We cant be sure it will work against future strains of the virus  We may need to be re j@bb E D because the v@cc in e will only work for a short time  You dont know effective the V @ cc I n e $ will be  Well still have to social distance and wont be able to hug our loved ones  Well still have (truncated)",,,,,,0,,,16,-1.75,-1
North Carolina Conservatives,,none,,,,2542,,2021-04-29 11:56:25 EDT,2021/4/29,11:56:25,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/630153780402598/permalink/3880047518746525,"This MUST GO VIRAL  SHARE & CALL- Call them out In Facebook - Call Their Office and Email! TODAY IS YOUR LAST CHANCE TO LET THESE BACK STABBING RINOS KNOW WE ARE ON TO THEIR GAMES ! Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 We are hearing through MEDIA that the 5 REPUBLICAN chairs of the House Health Committee are planning to GUT HB 558 in Committee, stripping it down to Section 1 only. WHAT does that Mean to Every Citizen and Child In NC ?? Mandatory COVID shots - COVID Passports If YOU DO NOT CALM CORRUPT PEOPLE OUT TODAY RIGHT NOW ! Section 1 of HB 558 does nothing more for us than 21 USC 360bbb-3 already does under an EUA. We need ALL NORTH CAROLINIANS to call these 5 Chairs of the Health Committee and Speaker Tim Moore to ask each to go on record: ASK and get them on Record >>> Do you support HB 558 in its entirety, including the amendment that offers businesses liability protection against Covid 19 OR just Section 1, which after a state of emergency is lifted, Section 1 will give North Carolinians no protection at all from government and private sector mandates and COVID passports. As you all know, HB558 is the ONLY piece of legislation in NC right now that will protect NC CITIZENS AND CHILDREN FROM MANDATORY VACCIN mandates in BOTH THE public and private sector. FIVE REPUBLICANS ON THE HOUSE HEALTH COMMITTEE plan to GUT THE ENTIRE BILL, ELIMINATING ANY AND ALL LEGITIMATE PROTECTIONS. IT IS VITAL THAT EVERYONE REACH OUT TO THE FIVE CHAIRS OF THE HEALTH COMMITTEE AND GET THEM ON RECORD, INCLUDING JOHNSTON COUNTY'S OWN DONNA WHITE. We are asking people to call, email, and visit in person. The passage of this bill WITHOUT BEING GUTTED BY THESE RINOS LISTED >> is vital to the future of North Carolina and maintaining our rights to self-determination and governing our OWN BODIES. Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 THURSDAY 4/29 EMERGENCY UPDATE Thank you to all of you who have ACTIVELY worked to advocate for our freedom and against government and private sector injection mandates. If you have never made a call, sent an email, or made a visit to the NCGA, I encourage you strongly to do so today. The torch of liberty is dying on our watch. May it never be said that we allowed it to be extinguished while we remained silent. We MUST PREVENT MEDICAL APARTHEID IN NC. SHARE THIS ENTIRE MESSAGE !!! Its public to share !",,,,,,,,,1,-28,2
Republican Women of Lake Norman,,none,,,,,,2021-04-29 11:54:29 EDT,2021/4/29,11:54:29,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/268365178220577/permalink/300562501667511,"This MUST GO VIRAL  SHARE & CALL- Call them out In Facebook - Call Their Office and Email! TODAY IS YOUR LAST CHANCE TO LET THESE BACK STABBING RINOS KNOW WE ARE ON TO THEIR GAMES ! Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 We are hearing through MEDIA that the 5 REPUBLICAN chairs of the House Health Committee are planning to GUT HB 558 in Committee, stripping it down to Section 1 only. WHAT does that Mean to Every Citizen and Child In NC ?? Mandatory COVID shots - COVID Passports If YOU DO NOT CALM CORRUPT PEOPLE OUT TODAY RIGHT NOW ! Section 1 of HB 558 does nothing more for us than 21 USC 360bbb-3 already does under an EUA. We need ALL NORTH CAROLINIANS to call these 5 Chairs of the Health Committee and Speaker Tim Moore to ask each to go on record: ASK and get them on Record >>> Do you support HB 558 in its entirety, including the amendment that offers businesses liability protection against Covid 19 OR just Section 1, which after a state of emergency is lifted, Section 1 will give North Carolinians no protection at all from government and private sector mandates and COVID passports. As you all know, HB558 is the ONLY piece of legislation in NC right now that will protect NC CITIZENS AND CHILDREN FROM MANDATORY VACCIN mandates in BOTH THE public and private sector. FIVE REPUBLICANS ON THE HOUSE HEALTH COMMITTEE plan to GUT THE ENTIRE BILL, ELIMINATING ANY AND ALL LEGITIMATE PROTECTIONS. IT IS VITAL THAT EVERYONE REACH OUT TO THE FIVE CHAIRS OF THE HEALTH COMMITTEE AND GET THEM ON RECORD, INCLUDING JOHNSTON COUNTY'S OWN DONNA WHITE. We are asking people to call, email, and visit in person. The passage of this bill WITHOUT BEING GUTTED BY THESE RINOS LISTED >> is vital to the future of North Carolina and maintaining our rights to self-determination and governing our OWN BODIES. Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 THURSDAY 4/29 EMERGENCY UPDATE Thank you to all of you who have ACTIVELY worked to advocate for our freedom and against government and private sector injection mandates. If you have never made a call, sent an email, or made a visit to the NCGA, I encourage you strongly to do so today. The torch of liberty is dying on our watch. May it never be said that we allowed it to be extinguished while we remained silent. We MUST PREVENT MEDICAL APARTHEID IN NC. SHARE THIS ENTIRE MESSAGE !!! Its public to share !",,,,,,,,,0,-8,-1
Lee County Republicans,,none,,,,311,,2021-04-29 11:57:37 EDT,2021/4/29,11:57:37,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/206913043055589/permalink/1142720922808125,"This MUST GO VIRAL  SHARE & CALL- Call them out In Facebook - Call Their Office and Email! TODAY IS YOUR LAST CHANCE TO LET THESE BACK STABBING RINOS KNOW WE ARE ON TO THEIR GAMES ! Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 We are hearing through MEDIA that the 5 REPUBLICAN chairs of the House Health Committee are planning to GUT HB 558 in Committee, stripping it down to Section 1 only. WHAT does that Mean to Every Citizen and Child In NC ?? Mandatory COVID shots - COVID Passports If YOU DO NOT CALM CORRUPT PEOPLE OUT TODAY RIGHT NOW ! Section 1 of HB 558 does nothing more for us than 21 USC 360bbb-3 already does under an EUA. We need ALL NORTH CAROLINIANS to call these 5 Chairs of the Health Committee and Speaker Tim Moore to ask each to go on record: ASK and get them on Record >>> Do you support HB 558 in its entirety, including the amendment that offers businesses liability protection against Covid 19 OR just Section 1, which after a state of emergency is lifted, Section 1 will give North Carolinians no protection at all from government and private sector mandates and COVID passports. As you all know, HB558 is the ONLY piece of legislation in NC right now that will protect NC CITIZENS AND CHILDREN FROM MANDATORY VACCIN mandates in BOTH THE public and private sector. FIVE REPUBLICANS ON THE HOUSE HEALTH COMMITTEE plan to GUT THE ENTIRE BILL, ELIMINATING ANY AND ALL LEGITIMATE PROTECTIONS. IT IS VITAL THAT EVERYONE REACH OUT TO THE FIVE CHAIRS OF THE HEALTH COMMITTEE AND GET THEM ON RECORD, INCLUDING JOHNSTON COUNTY'S OWN DONNA WHITE. We are asking people to call, email, and visit in person. The passage of this bill WITHOUT BEING GUTTED BY THESE RINOS LISTED >> is vital to the future of North Carolina and maintaining our rights to self-determination and governing our OWN BODIES. Tim Moore (R) (Speaker) 919-733-3451 Donna White (R) 919-733-5605 Kristen Baker (R) 919-733-5861 Donny Lambeth (R) 919-733-5747 Larry Potts (R) 919-733-0873 Wayne Sasser (R) 919-733-5908 THURSDAY 4/29 EMERGENCY UPDATE Thank you to all of you who have ACTIVELY worked to advocate for our freedom and against government and private sector injection mandates. If you have never made a call, sent an email, or made a visit to the NCGA, I encourage you strongly to do so today. The torch of liberty is dying on our watch. May it never be said that we allowed it to be extinguished while we remained silent. We MUST PREVENT MEDICAL APARTHEID IN NC. SHARE THIS ENTIRE MESSAGE !!! Its public to share !",,,,,,,,,0,-38,-1
