User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Democratic Social Justice & Truth Group,,none,,,,705,,2021-12-07 19:05:32 EST,2021/12/7,19:05:32,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/965804766867988/permalink/4480155638766199,"The Chain . Stevie Nicks wrote a song about her experience with abuse, The Chain. But the lyric that tells the tale is You would never break the chain (Never break the chain) That is indeed the situation we find ourselves in. . This is not necessarily a story of good and bad. But it is one of winners and losers in the Reagan Revolution and the Cons takeover of the economy. The Cons themselves are bad, they have driven this nation into an authoritarian disaster. But those that went with the Reagan Revolution simply see themselves as those that were smart enough to go with the flow and thrived from it. They are so tied into the abuse of the lower and middle class that they see it as their due. They see economic segregation as simply the way of the world, they see the off-shoring of American jobs as others wanting too much. Even though there is no limit to what they want. As it becomes more and more apparent that they screwed the pooch, we see and more of the Karen and Ted effect. Its not about greed and its aftermath, its about freedom and themselves being exploited by poor people. Its really about Narcissism and the faith that they can never be wrong, especially when they are. So Trump was no aberration, he is simply the norm to them. . What is now Trumpism has always been here. Its about seeing the world through the prism of greed and selfishness. That everyone else is wrong, socialists, communists looking to take away everything from them. Taxes are the wages of governmental sin, God is with them because, and of course God is. The Karens and Teds see themselves as righteous winners, no matter how much they screw up OUR nation. We should really have no surprise when the anti-vaxers showed up because they are just Karens and Teds looking for a cause to preach to others. Right or wrong, it doesnt matter. Its all about them anyway. Anti-vax was just there and available. In so many households in America, particularly in the upper-middle class, it is the Karen and Ted show. Their much-deserved wealth and winner status is dissolving as the corporations become more and more greedy. Their life on credit is balancing on a pin, their lifestyles and image are all wrapped up into their illusion. Their 401k, is simply a con and so they make sure to vote for anyone that will protect the con and their illusion. If democracy dies, if the poor people suffer, then so be it. As long as the police can keep it under control. Abuse is the name of the game and they are vested in its image, things, and politics. . Keeping it going is all they can do. They live to retire and live in luxury. If they can just keep the Dems and the progressives/ socialists out. That somehow with Republicans in charge of swing state government they were cheated! Their 401k will die along with their image and dreams. The chain of economic, social, and political abuse must be kept intact for them to thrive. Going to church substitutes for morals, their ass in the pew makes it all right. Have to keep it all going or the world I need will die. The Karens and Teds, the fragile that need to abuse others to be happy and whole. This is what narcissism is all about. They deserve to abuse, to have things to show the world they are special, superior. The Cons game of thrones is all there is. The lies and message give reason to their need to abuse, their Karens and Teds screaming and shaking, blaming everyone for their actions is what they have become. Just like Donald Trump, they are winners, the privileged, and the protected. It is time to quit letting them get away with it! RC Romine",,,,,,0,,,2,-0.83,0
"Joe Biden, 46th U.S. President!  Real Democrats of the USA NEWS!",,none,,,,473,,2022-01-09 16:35:19 EST,2022/1/9,16:35:19,Status,5,2,2,0,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/groups/209987500212946/permalink/633066731238352,"The coup continues & everything Republicans are doing confirms it: vote suppression, anti-vax, women's rights; death to democracy.",,,,,,0,,,5,-6,0
Central Oklahoma Democrats,,none,,,,1367,,2021-10-07 13:39:23 EDT,2021/10/7,13:39:23,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/386149788080753/permalink/4974448822584137,"The debt ceiling was not breached. Moscow Mitch relented but never forget he always does things for his on self-serving devious purposes so we can figure out why he blinked. Don't count his blinking as a victory he still has something more sinister in mind. And Democrats remember the prophetic words of that straight arrow Democrat Will Rogers, """"""""I'm not a member of an organized political party, I'm a Democrat!"""""""" We Democrats like to bicker and fight among ourselves so much that we often get left out when it comes to making that difference in the world for those less fortunate than ourselves. We need to take a page from the lock-step play book of ole mitch and learn to work together long enough to save our democracy and worry less about immaterial things and work harder on things that matter. We have a lot of great ideas but we fight among ourselves so much that most of those ideas die on the vine. The trumpian cloned GOP stands for nothing and if they can keep this nation's electorate dozing off long enough plan to establish a non-democratic minority rule party of which donald j trumpf will become dictator-in-chief come January 2025 if not before. If they take over congress next year look for a move to oust President Biden and install the trumpf on his coveted throne in the Oval Office as our first dictator ala Julius Caesar shortly thereafter. Don't believe it can happen then you haven't been paying attention! Freedom to not vax, freedom to not mask, freedom to die of COVID-19 all of that will be restored under a trumpf dictator ship. Freedom will become just another word for nothing left to lose to borrow a line from an old Kris Kristopher son song. There won't nothing left to lose because we will have lost it all! Lost it all just so a bunch of idiots decided they didn't like living in a sometimes dysfunctional messy experiment in Democracy and would rather have a narracistic, misogynistic orange private parts grabber dictator-in-chief, who only cares about himself in charge rather than work on providing for the general welfare, establishing justice and providing for our common defense. Jack D. Ripper in charge really????? Bob Bearden",,,,,,0,,,0,-48,0
Cass County Independent Democrats,,none,,,,354,,2022-02-01 05:05:44 EST,2022/2/1,5:05:44,Status,12,3,0,3,0,0,0,4,2,0,,-,0,0,0,,https://www.facebook.com/groups/106749879412789/permalink/4883639488390447,"The new session just started. On first day of the new legislative session, the MN GOP introduced... :no_entry_sign::woman: Texas-style abortion ban- HF2898 :no_entry_sign::ballot_box: Restricting freedom to vote- HF2732 :no_entry_sign::syringe: Slew of anti-vax bills :dollar: End corporate taxes- HF 2850 :clown_face: Require ivermectin to be sold OTC- HF2896 When a Party shows you who they are believe them.",,,,,,0,,,12,-2.42,0
Democratic Social Justice & Truth Group,,none,,,,666,,2021-09-09 10:05:59 EDT,2021/9/9,10:05:59,Status,3,2,0,0,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/groups/965804766867988/permalink/4197568277024938,"The Python . It is ironic that the Union Plan to strangle the South through blockade was called the Anaconda Plan. Because the Cons (Rich Ultra Conservative Authoritarians) are acting like a python to squeeze democracy to death, before they swallow it. . You can hear the ribs cracking now if you listen, if you ignore the media Infotainment and the Cons Fox New propaganda machine. Democracy is being crushed to death before they swallow it whole. Already the opposition to it are being named and characterized as some sort of criminal or something to fear. Ownership of information, the destruction of truth, logic-based decision making, and ethics are being squeezed into ruin. You can see it if you look beyond the semi-truth we are given and to the forces causing it. This is nothing less than a cold civil war, for the soul of America. . Lets begin with a discussion of rights and the abuse of the concept of sacrosanct rights. There is a bubble around all of us that we own as human beings. That is what rights are. That bubble is the area we control around us. But here is where the Cons and Regressives arguments fall apart. From policing to abortion, the Cons and Regressives work as hard as they can to penetrate that three feet bubble that we own, that is our real right. Their lie is even more exposed, as being complete bullshit by their arguments about abortion, and education, masks, and vaccine. Because their actions go well beyond that 3 feet bubble and look to purposefully invade your space, your rights while claiming there are perfectly protected. From their ownership of the media and control of content to their out-and-out propaganda machine, they seek to invade your 3 feet bubble. Their screams and yells, reinforce by intimidation and violence are nothing more than the rants of authoritarians, seeking control of your space, freedoms. . The anti-maskers and anti-vax people simply are looking to take away your freedoms for their comfort. They seek to control your space, your mind as they do the Base of racists and the authoritarian-minded. Free-thinkers are dangerous! Because the existing Abuse Culture demands people to fit into a certain perception of things. In a slightly different way as seen in 1984 and other dystopian books. That is why they enable their most ardent of fools to enforce for them, the intrusion into our private space with intimidation and violence. They seek to enable, much like the Communists to have neighbors denounce neighbors except to have those neighbors shoot you and the police do nothing. Those that defend their 3 feet, become the enemy. Those that willingly give up, are rewarded with peace. Those that enforce it are given things to prove their loyalty. This is the python squeezing the life out of our nation, our democracy. . We must begin by defending our 3 feet bubble. But as with a python, we must remember that you can chop up the body and it may eventually die, but to kill a python before it kills democracy, as the old saying goes, you must cut off its head. RC Romine",,,,,,0,,,3,-0.75,0
AWA-TPANL (Antiwar Activists / True Progressives Against NeoLiberalism),,none,,,,2267,,2021-12-26 12:46:37 EST,2021/12/26,12:46:37,Status,6,3,0,2,0,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/2300633023553403/permalink/3234005440216152,Trump Derangement Syndrome is fast becoming Vax Derangement Syndrome.,,,,,,0,,,6,-6.5,0
The Liberal & Conservative forum (political talk and news),,none,,,,513,,2021-08-19 07:49:08 EDT,2021/8/19,7:49:08,Status,6,1,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1178447612214495/permalink/4331273893598502,"VACCINATION CARD Hello. -Hi, table for two, please. -Sure, and your name. -Cody. -Great. And do you and your guest have your vaccination cards? -Hmmm well first..Can you tell us who our server will be? -Um, looks like Brad will be your server tonight. -Great. Can you show us Brad's vaccination card? -Um... -And also, can you provide me with proof that Brad is not a carrier of HIV, Hepatitis A or B, or any other communicable diseases? Same for you and the kitchen staff. -Um... -Also, we would prefer not to be served by someone who is on or uses recreational drugs such as marijuana, cocaine, meth, fentanyl, etc, so if you could provide us with Brad's most recent tox screen, that would be great. Matter of fact, I'm going to need to see all of your employees medical history. -Um... Let me get the manager for you. -That would be great, thanks. Make sure they have their vax card and medical records please. Heres the thing, nobody needs restaurants. And other places. But they need us. Start standing your ground. Stolen and passing along",,,,,,0,,,6,-4.17,1
Classical Liberalism,,none,,,,7127,,2022-01-28 14:56:52 EST,2022/1/28,14:56:52,Status,16,8,5,0,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1241564609191408/permalink/5459590047388822,"Watching the legacy media try their best to smear and degrade the most prominent podcasts and podcasters is becoming more and more entertaining. They are simply bitter and desperate because independent media and free-form platforms not driven by a corporatist agenda are rapidly shrinking their influence, I heard CBS news report that Neil Young wants to remove his music off of Spotify because of vax misinformation spread by conservative podcaster Joe Rogan Young, nor those who agree with him have much of anything to say when the legacy/cable media lie on the regular. Only someone who has never listened to that podcast would refer to Joe Rogan as conservative. Last I checked, conservatives dont openly advocate for UBI programs and Medicare For All or allow Bernie Sanders to speak freely for over 90 minutes. . . but in this day and age, if you think that everyone should be able to share their perspective freely as laid out by the Constitution, that alone makes you conservative - or the enemy to the most dedicated legacy media disciples. Actually, my impression is that most people who criticize the JRE podcast have never heard it because they so often criticize something said by a guest as something said by JR and then say he and his show should be censored. I can remember a time, not 20 years ago when the left was shouting in opposition to the government and the right was telling everyone to shut up lol. If you think an idea is bad, challenge it with a better one because crying for censorship isnt and has never been the right answer.",,,,,,0,,,16,-2.69,1
Democrats of Contra Costa County,,none,,,,2053,,2021-04-30 19:35:50 EDT,2021/4/30,19:35:50,Status,5,4,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/134128226726768/permalink/2220530751419828,"We have 4 Moderna Vaccines here in Oakley in front of Raleys on Main St. we dont want to waste! If you know someone in this area who needs a COVID vax, please send them this way!!",,,,,,0,,,5,-6,0
Northwest Bronx Democrats,,none,,,,1741,,2022-01-02 12:08:55 EST,2022/1/2,12:08:55,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/488690227907253/permalink/4430249673751269,We wish Adriano Espaillat the best of health regarding his 2nd positive COVID test- after vax @twitteruser :eyes::syringe::eyes::syringe:,,,,,,0,,,0,-50,0
St. Louis Democrats,,none,,,,1185,,2020-08-12 20:34:55 EDT,2020/8/12,20:34:55,Status,20,6,11,0,0,0,0,0,0,3,,-,0,0,0,,https://www.facebook.com/groups/117819100093/permalink/10164041531635094,"With all due apologies, I acknowledge many members of this group will have been more politically active and experienced than I am. I promise to seldom post, but I have a thought to put before you. I have had interactions with a number of people who seem entitled and privileged but seem to wish to affect otherwise. To explain, these are seeming social justice warriors who are acrimonious and can't seem to form coalitions to achieve meaningful change. To explain, they might march in Black Lives Protest events but seem intent on making their march more about getting attention for themselves. In the specific example I have mind, a so called advocate for LGBT issues was being told to shut up by actual LGBT people because they were being insulted by her presumption and intolerance. I suspect there is a form of SJW who is like a narcissistic human version of the cuckoo bird. (Short version, the bird puts its eggs in the nests of other birds and her chicks push the other eggs out of the best.) So, I am not an African American. I support their cause and needs, but I want to give them support as opposed to inserting myself. My ego doesn't need to be on the screen. However, some white people seem to be attacking a successful female black lawyer who was chosen for VP. This is what inexplicable if they care about the issues in a way that needs concrete change. On any liberal issue. Joe isn't Trump and Kamala isn't Pence. Healthcare, MeToo, BLM, police brutality, affordable college, social security, welfare, and appropriate COVID response. On any liberal issue the choice for President is Joe/Kamala vs Trump/Pence. Any attack on Joe/Kamala should be phrased in such a way to point out that Trump/Pence is a better choice. No false choice. This is the actual choice at this point. On no liberal point I know of is Trump a better choice than Joe. So the """"""""Warriors"""""""" aren't loyal to any particular cause. Certainly, they are not loyal to the Democratic Party. You might suggest they are loyal to their Prophet, Bernie, but he has said explicitly for his followers to support Joe. There is no, apparent, explanation for their aversion to Joe in the current context. Their actual goals are an indecipherable mystery. They are no more responsive to reason or discussion than an anti-vax or anti-mask conspiracy theorist. Their minds are, so far as I can tell, inscrutable. Quite possibly, they have formed some odd addiction to arguing and being an outsider that being angry and ranting is, actually, their only divisive goal. Some emotional compulsion requires them to dig in come whatever may. And here is the important point (thanks for humoring me) because the actual results don't really matter. They exist in a state of Privilege where if, say, a black man has his neck knelt upon by a cop while saying """"""""I can't breathe"""""""" as being filmed with several of his buddies standing by doing nothing to preserve the life of an American citizen *it doesn't matter enough to them that this happens to stop arguing and defeat Trump so actual change of any sort can possibly happen to improve the situation.* Essentially, I suspect the very worst racists who are most responsible for systemic racism may actually attend Black Lives Matter marches.",,,,,,0,,,20,-1.25,0
