User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Looking for baby stuff (cebu mommies only),"",none,,,,56695,,2021-10-27 01:48:39 EDT,2021-10-27,01:48:39,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2541008016184387/permalink/3077326799219170,"Hello mommies, Any idea and suggestion asa affordable pedia or clinic okay magpa anti-flu vax for my 2y baby. Cebu City Area unta south dapit and HM! Thankyouuu 🤗","",,"","","",0,,,0,-122
"✨🌹LORD JESUS CHRIST, MOTHER MARY AND SAINT JOSEPH. SAVE US! 🌹✨","",none,,,,155904,,2021-03-22 08:44:57 EDT,2021-03-22,08:44:57,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/162916057438096/permalink/1304123973317293,"There Is About To Arrive the Coup de Grace A great number of people around the world, who have their eyes open and realize what is going on, were hoping that Tr*mp could have brought truth and justice to light, so as to continue to put the people of the USA and the people of the world FIRST, not the world dictatorship. Even a very great number of Japanese and Chinese citizens were praying and hoping for another four years with Tr*mp. The Chinese are greatly suffering under a dictatorship that we will very soon be under. The elite of the world, with the Big Tech and their many followers, have worked hard in the last several decades to take control of the mainstream media and social media to manipulate governments and the populations of the world. Yes, Tr*mp is technically and legally the president of the USA, but the mainstream media says different. Behold the power of the mainstream media and propaganda! Not that I am in agreement with his ideas or goals, but Malcolm X warned us over 50 years ago: “The media is the most powerful entity on earth. They have the power to make the innocent guilty and to make the guilty innocent. And that’s power. Because they control the minds of the masses. The press is so powerful in its image-making role. It can make the criminal look like he’s the victim and make the victim look like he’s the criminal. If you aren’t careful, the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing.” Someone posted in an image on Facebook the following: “Imagine being a president so popular among the people, that you have to ban him from the World Wide Web (Facebook, Twitter, etc.) to stop citizen communications with him, manufacture hundreds of thousands of votes to unseat him, collude with news organizations to lie about him and impeach him a second time”! People who do not pray or do not live their prayer do not realize the difference between the beautiful lies of the TV and the truth from God; they do not want any truth or indication that is different from their own opinions and personal convictions. Thus the world manipulators can manipulate the vast majority of people today very easily. These people do not really believe that there is something after death and thus this power to manipulate is even greater regarding the threat of death from a cor0navirus which is not worse than the normal flu. DR. SHERRI TENPE*NY EXPLAINS HOW THE DEPOPULATION C0VID VAC*INES WILL START WORKING IN 3-6 MONTHS Dr. Sherri Tenpe*ny gives VERY important information! Hyper-immune response in test animals for previous attempts at cor0navirus vac*ines, like SARS and MERS, has been a persistent problem. All is well for awhile, until the animals are exposed to the wild mutated virus. Dr. Tenpe*ny and other scientists have forecast that millions may die, and it will be blamed on a new strain of C0VID, making an argument for even more deadly vac*ines. See: """"The Coming Genocide of Adverse C0VID Vax Reactions, and Who to Blame for It"""" Dr. Tenpe*ny and other scientists foresee that millions of people could die and will be attributed to a new strain of C0VID by the powerful mainstream media, and thus pushing in the direction of more deadly vac*ines. Also, this strategy will provoke animosity and hostility from those who took the vac*ine, at least while they are alive, against those who refused to take the vac*ine, since in one way or another, those who do not take the vac*ine will be publically identified. This C0VID-19 crisis also fits well for the 'New World Order' since this cor0navirus will not kill the many collaborators of this world dictatorship who are by now just about everywhere. The elite of the world have planned for years to diminish the population of the world to less than one billion, which means that in the next several years they plan to eliminate over seven billion people!!! It is also interesting that over a year ago, in preparation for this vac*ine and with the excuse of a major crisis, Europe changed its laws to allow the use of a C0VID vac*ine without the normal tests before using on human beings!!! One finds on the Web a unified message: “Vac*ine rumours debunked”! Here in Italy, with a political maneuver, they have put MARIO DRAGHI at the head of Italy. Usually the Illuminati prefer to work behind the scenes, letting their puppets “democratically” elected do their work. The fact that such an important member of the illuminati and of the Bilderberg group takes over Italy seems to indicate that the world elite are in a hurry to accomplish their perverse designs, like a foreboding of an imminent danger. I believe that at least two of the main objectives of Draghi (which means “dragons” in Italian) is to try to force everyone to take the C0vid vac*ine and to force Italy, and then all of Europe, into total socialism in which the State will take over all public and personal money and property and means of distribution. Despite (truncated)",https://www.facebook.com/groups/183083713073964/permalink/341987657183568/,,"",This is a re-share of a post,"",0,,,0,-62
Los Feliz Moms & Dads,"",none,,,,952,,2022-02-03 04:34:35 EST,2022-02-03,04:34:35,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/349968175213467/permalink/1878393699037566,Hello there! Interesting in connecting with homeschooling families with kids in kinder through 1st or 2nd grade. I am not currently homeschooling but planning to for fall 2022. I am just making connections with other parents. If you are going to ask about my vax or political affiliation keep scrolling!****😁😂😁,"",,"","","",0,,,0,-20
Mabuhay Mamatid Buy And Sell,"",none,,,,23628,,2022-01-17 06:25:11 EST,2022-01-17,06:25:11,Photo,26,5,21,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/272995804052711/permalink/662535381765416,Fully Vaccinated ka naba? Vax Cert PVC card‼️ ☑️Anti FADE ☑️Atm Size ☑️High quality print ☑️Iwas lukot iwas basa 😊 Pm for order/s for fast transaction‼️📩🔑,https://www.facebook.com/photo.php?fbid=6888484734554929&set=gm.662535381765416&type=3,,"",Photos from Lheen Aileen's post,"",0,,,26,-1.27
Mama loves a Markdown! (Online Discounts - Steals and Deals),"",none,,,,4328,,2022-02-08 08:39:01 EST,2022-02-08,08:39:01,Photo,10,9,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/592580274668369/permalink/999750373951355,"2 Pack Passport and Vax Card Holder Combo 60% automatically comes off at checkout thru our group link right now, promotion can end at any time ad: https://amzn.to/3GuZy4Z",https://www.facebook.com/mamalovesamarkdown/photos/gm.999750373951355/475179860897500/?type=3,,"","","",0,,,10,-0.38
MaMa Moon Music,"",none,,,,5358,,2021-12-12 12:54:14 EST,2021-12-12,12:54:14,Link,4,2,1,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1793343777595827/permalink/2994467290816797,All I want for Christmas is front row tickets to the next Debra Devi show at the Fox & Crow Thursday Night!!,https://www.facebook.com/events/375165867696859/,,"","Debra Devi - Fox & Crow, Jersey City","$10 cover. Vax proof required. Fox & Crow has great food so come early for dinner to make sure you get a seat!
www.foxandcrowjc.com/menu

www.debradevi.com 
Debra Devi leads """"a ferocious guitar-driven band equally adept at soulful rockers and sprawling jams"""" (NY Music Daily), with Kevin Jones on bass, Martin Schmid on keys and John Roccesano on drums. The group's popular """"Jamification Station"""" live-stream series is hosted by American Blues Scene. 

Devi jams with Gov't Mule bassist Jorgen Carlsson on her EP, A Zillion Stars Overhead, """"a collection of dreamy rockers and blistering psychedelic jams"""" (Relix). 

""""A Zillion Stars Overheard emphasizes Devi’s formidable guitar prowess, the beauty of her vocals, and the depth of her songwriting."""" - Jim Testa, Jersey Journal",0,,,4,-0.76
MAMATA BANERJEE,"",none,,,,241306,,2021-04-19 15:28:28 EDT,2021-04-19,15:28:28,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/224889977538190/permalink/4644158718944605,Pl Arrange special Treatment for Madan Mitra.And gibe proper treatment. Need special Doctor and vaccin and medicin.,"",,"","","",,,,0,-102
Mamayan ng Centennial-2 Pinagbuhatan Pasig,"",none,,,,31460,,2021-09-10 22:15:01 EDT,2021-09-10,22:15:01,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/665810997595847/permalink/990849838425293,"PTPA WHO and DOH approved Cold Storage design for VAX para po sa mga naghahanap ng CHILLER or FREEZER room pra sa inyong #FROZENFOODS #marinatedproducts #freshveggies #vegetables #icecream #pastry #breads #seafoods #vaccine #vaccination #vaccinationrooms Price starts at Php 350,000 for room size 2m x 2m x 2.5m H PLUS DELIVERY FEE that depends on your location. We Customize Cold rooms, We design, install, fabricate and supply materials for refrigeration equipment for Cold Room Storage since 2009 ? Built on site within 4-7 days. ? Comes with 1 year warranty for COMPRESSOR, CONDENSER and EVAPORATOR. ? WALK IN CHILLERS, FREEZERS and BLAST FREEZERS for FROZEN ITEMS. ? Looking for good COOLING SYSTEM for meats, vegetables, fruits and more. We have DISCOUNTED PRICE for Walk-in Freezer, Chiller and Blast Freezer ? For inquiries please don't hesitate to contact us for quotation requests: ? Call/text/viber us at 09199787649 ? Email add: ocitsur05tuptaguig@gmail.com / rolfab1925@gmail.com ? Smart: 09199787649 / 09193814104","",,"","","",0,,,0,-52
Mamayan ng Centennial-2 Pinagbuhatan Pasig,"",none,,,,29461,,2021-08-17 11:30:22 EDT,2021-08-17,11:30:22,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/665810997595847/permalink/974133553430255,Order yours now! 85 pesos only!🤗 AVAILABLE NA LAHAT NG KULAY PO😊 TAGUIG CITY VACCINATION CARD SLEEVES ARE NOW MORE AFFORDABLE & AVAILABLE IN MULTIPLE COLORS! • Red •Blue •Maroon •black •Green • Anti Crample Protection • Anti Spill Cover • Anti Shredding Defense PROTECT YOUR VAX CARD! ORDER NOW! • Meet-up for Nearby Areas (BCDA) • Delivery via Toktok/Grab/Lalamove/Joyride #ILoveTaguig #RoadToZero #FullyVacinnated #WeHealAsOne,https://www.facebook.com/photo.php?fbid=4467809559938046&set=gm.974133553430255&type=3,,"",Photos from Queen Deguito Abad's post,"",0,,,0,-84
Marietta Moms,"",none,,,,5045,,2021-08-21 09:50:16 EDT,2021-08-21,09:50:16,Status,55,4,46,0,1,0,0,0,0,4,,-,0,0,0,,https://www.facebook.com/groups/159605590730186/permalink/4607651675925533,"Can we talk about something controversial yet informative? Please, to keep the peace, keep politics out of this and please, if somebody has a different opinion than yours, respect it and say nothing. We are all adults, so please control your emotions. A friend's husband just died of covid and he was normal and healthy. Actually, he was in shape because he was a cop. And has always valued his health. I've been on the fence about the Vax, but am now reconsidering. Why did you decide to get it? Or, why have you not gotten it? Pros? Cons? Any complications with your or a relative? Neurological or with the heart?","",,"","","",0,,,55,1.53
Marietta Moms,"",none,,,,4798,,2021-07-28 22:28:40 EDT,2021-07-28,22:28:40,Status,8,0,8,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/159605590730186/permalink/4536004433090258,"I am unable to find reasonably priced drop-in daycare and am now looking for an occasional weekday and weekend babysitter instead. You will be babysitting my 2 year old and 5 month old on weekdays and on one Sunday it will be my 6 year old, 2 year old and 5 month old. Start Date: Tuesday, August 17, 2021 Position: Part-Time Babysitter Location: I am 5 min away from Marietta Square Schedule: Needed weekly on Tuesdays and Thursdays with Sundays being only 1x a month Pay Rate: $12.50/hr (not per child) Holiday bonuses are available. * Must pass a background check * Must be CPR/First Aid certified * Must have own transportation * Must be comfortable working within my home *Note: I am not considering bringing my children to someone else's home at this time * Must have at least 2 years childcare experience with infants, toddlers and young children * Must have references * Must wear a mask and gloves (no exceptions if you have been vax or not vax) If you know of anyone, please let me know. Thanks!","",,"","","",0,,,8,-2.75
Marietta Moms,"",none,,,,6203,,2021-10-22 20:20:30 EDT,2021-10-22,20:20:30,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/159605590730186/permalink/4811260552231310,Looking for a pediatrician who accepts CareSource that is okay with non vax/delayed.,"",,"","","",0,,,1,-38
Maui Moms Network,"",parenting,,,,1281,,2021-04-03 22:25:11 EDT,2021-04-03,22:25:11,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/437804086387128/permalink/1856449287855927,Moderna vax now available for EVERYONE 18 and older!,https://www.facebook.com/photo.php?fbid=10159733366484575&set=gm.1856449287855927&type=3,,"","","",0,,,1,-0.94
Melting Moments Kirkgate Market (Bradford),"",none,,,,1466,,2020-03-30 09:53:28 EDT,2020-03-30,09:53:28,Status,7,1,6,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/386994018158412/permalink/1320572328133905,"Helloooo everyone , how are ya'll doing , anyone getting desperate for melts ? Or worse still fak n vax 🤪🙃 , we got lots of stock at home if anyone needs any posted or possibly delivered xx","",,"","","",0,,,7,-0.59
Melting Moments Kirkgate Market (Bradford),"",none,,,,,,2020-02-03 17:36:14 EST,2020-02-03,17:36:14,Status,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/386994018158412/permalink/1266297510228054,"More ideas for the shop , whats everyone's thoughts to : Fragranced jars of bath crystals 500gm jars of fake n vax","",,"","","",0,,,3,-0.82
Melting Moments Kirkgate Market (Bradford),"",none,,,,1489,,2022-01-24 06:23:56 EST,2022-01-24,06:23:56,Status,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/386994018158412/permalink/1842611015930031,Freebies buy any 3 regular fake n vax receive a Xmas themed one FOC while stocks last,"",,"","","",0,,,2,-0.89
Mississippi Work From Home Moms and Dads,"",none,,,,11137,,2021-10-28 11:58:38 EDT,2021-10-28,11:58:38,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/336941543310112/permalink/1587970478207206,"Hey guys. As a mom I have started a new business. I am looking for someone who is willing to help me cover outbound cold calls Monday-Friday. I am flexible. You can pick the hours you work daily. I get being a parent! I have a toddler and am expecting in April. (That’s why I need help with calls-my house is far from quiet!) Requirements: -comfortable on the phone or willing to learn. -you will need a smartphone to be able to access our phone dialing app. -ability to adapt to each phone call. This will not be traditional sales. I will train you personally with how I like calls handled. -WiFi or cell service with data. -CashApp or PayPal to receive payments weekly. -a quiet work space. -available anytime between 8am-6pm EST to make calls based on time zones. -an email address to receive work. -willing to work alone at your own pace and keep in communication regularly with me. -a positive attitude. -must be in the USA and speak fluent English. Not required: -No COVID vax required. You are working remotely and your health is your personal choice. I have no right to enforce something like this on you. -computer or laptop. This will make life easier on you, but you can do everything from you phone. -experience. It’s a plus, but not required. I am looking for something altogether different when it comes to call handling. These will not be rushed calls, but rather really getting to know the customer and their needs so that we can help them grow as well. The position will be long term with bonuses per contract that you close. It will be contract hourly without additional benefits. There will be a 2 week trial period for all new team members. Starting pay is $4/hour (including training) plus bonuses monthly at 1% or the total monthly account value for the first full 3 months of the account longevity. Raises are a big possibility as we grow. Minimum 10 hours per week, but you can work as much as you would like if there are contacts to reach out to. Please comment if you are interested and I’ll message you.","",,"","","",0,,,0,-16
Mom & Dad #kickCOVIDsbutt,"",none,,,,,,2021-11-10 18:07:32 EST,2021-11-10,18:07:32,Link,24,12,1,3,2,2,0,0,4,0,,-,0,0,0,,https://www.facebook.com/groups/223940845811104/permalink/425315979006922,Cody would loose 70% of its revenue from Medicare and Medicaid if all employees are not vaccinated!,https://www.codyenterprise.com/news/local/article_3a92bb4c-4269-11ec-9476-d7c17130e062.html,,"",Protest against vax mandate: People react to fed ruling on health care staff,"Dozens of people, many health care workers from Cody and Powell, lined up on the curb across from Cody Regional Health on Wednesday morning to protest a federal vaccine mandate.",0,,,24,-1.38
Mom Jeans,"",none,,,,3190,,2021-04-17 09:07:00 EDT,2021-04-17,09:07:00,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2013365935626597/permalink/2561722864124232,"We all know what happens to cardstock store punch cards in the purse, right? Destroyed and/or lost. Came across these vax card protectors and they’re great! Still fits in the big part of my wallet or a zipper pocket in my purse, but also has the ability to go on a clip or lanyard. CDC Vaccination Card Protector 3 X 4 Inches Vaccine Cards Holder High Transparency Cover for Immunization Record Resealable Waterproof ID Holder (5 Pack) https://www.amazon.com/dp/B0915GLMP3/ref=cm_sw_r_cp_api_glt_fabc_37ZF7AMGARVHKKFS1P68?_encoding=UTF8&psc=1","",,"","","",0,,,1,-0.94
Mom Meetup of Charleston,"",parenting,,,,1551,,2022-02-11 13:25:04 EST,2022-02-11,13:25:04,Status,28,9,15,0,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1299353953515137/permalink/4754494451334386,"Anyone in Park Circle want to meet up for a quick drink around 430ish? My mommy brain needs to get out of the house but have no one to hang out with. Thinking Common House or the Mill. I’m pro vax, pro choice, and pro cannabis. And I cuss like a sailor.","",,"","","",0,,,28,1.47
MOMMY & BABIES- Brandbew and Preloved Stuffs ( BACOLOD CITY 6100),"",none,,,,13998,,2021-11-15 19:20:05 EST,2021-11-15,19:20:05,Status,8,0,8,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/264365401260102/permalink/640974776932494,Hello mga momsh since minors are allowed at mall ask lng q how bout pregnants? Fully vax nmn ..thanks sa mga mka share sabat..😊,"",,"","","",0,,,8,-4.12
MOMMY & BABIES- Brandbew and Preloved Stuffs ( BACOLOD CITY 6100),"",none,,,,17284,,2022-01-14 18:48:38 EST,2022-01-14,18:48:38,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/264365401260102/permalink/677743039922334,Not related sa Selling .3weeks Breastfeeding mom here ...mga pila ka weeks/months si Baby kag pwede kapa vaccine ang Mommy for Covid Vax?kag anu ang nami or safe nga vaccine ...TY,"",,"","","",0,,,7,-4.86
MOMMY & BABIES- Brandbew and Preloved Stuffs ( BACOLOD CITY 6100),"",none,,,,19018,,2022-02-06 01:08:18 EST,2022-02-06,01:08:18,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/264365401260102/permalink/691390315224273,"Personalized Vax Card Holder✨💕 ₱99 each ✨Ideal for Birthday /Wedding/Baptism Giveaways & Souvenirs or Personal Presents ✨Guaranteed Great Quality 💯 ✨Bulk Orders will get a discount ———————————— -Comes with personalized text/name -Can add any icons desired -Waterproof Vinyl Stickers -size indicated on photo samples -Avail Colors: BLACK, WHITE, PINK ——————————————— ✨We are now accepting orders for this item ✨Order today, Release after 2Days💕 ✨crafting since 2019 Kindly message us! FB PAGE: Personalized Crafts by Xai",https://www.facebook.com/photo.php?fbid=5242082782488918&set=gm.691390301890941&type=3,,"",Photos from Cynex Arimas Zamora's post,"",0,,,0,-46
Mommy Needs A Recipe!!,"",parenting,,,,928755,,2022-02-09 19:21:18 EST,2022-02-09,19:21:18,Status,13,3,10,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/843066235833642/permalink/2382597108547206,"Yall my immune system is shot all to hell since October 2021 between having sinus infections,strep,upper respiratory infection,viral syndrome,the pfizer vax, having covid after being fully vaxxed, and working around covid. What are some good foods to help rebuild/strengthen my immune system? im allergic to nuts,avacado,kiwi, and bananas.","",,"","","",0,,,13,-4.62
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,19215,,2021-11-17 08:02:19 EST,2021-11-17,08:02:19,Photo,107,23,81,2,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/890411618325178,Kinsa pay ganahan magpa PVC VAX CARD? Para ra sa katong mga fully vaccinted✅ Affordable price!!!,https://www.facebook.com/photo.php?fbid=2959635424286034&set=gm.890411618325178&type=3,,"",Photos from Amae Amodia's post,"",0,,,107,2.02
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,25516,,2022-02-15 20:44:08 EST,2022-02-15,20:44:08,Status,45,9,30,0,5,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/943456153020724,"FYI mga mies, maka sulod na mga kids sa mall. Same lang gihapon accompanied with fully vax parent/guardian. Maka sulod rasad unvaxx individuals. An chekon ra katong naa bata dala. Mga playhouse open nasad under Alert Level 2 😊❤️ Share lang, thanks 💕","",,"","","",0,,,45,1.67
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,25776,,2022-02-21 08:33:31 EST,2022-02-21,08:33:31,Photo,39,7,32,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/946720559360950,Kinsa ganahan pahimo Vax Card Kanang naay QR Code dli mi mohimo if Wala Legit here Pm me!!!,https://www.facebook.com/photo.php?fbid=5679678908712954&set=gm.946720556027617&type=3,,"",Photos from April Alberio Narvaez's post,"",0,,,39,1.62
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,25187,,2022-02-09 17:55:00 EST,2022-02-09,17:55:00,Status,15,1,14,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/939745176725155,Good morning mga my's. Crowd sourcing. Asa'y ma's nindot in terms of service and gasto Margarita Birthing Center or Ponce Birthing Center? Dala na ba na BCG sa bata ug HepaB na vax if naay Philhealth?,"",,"","","",0,,,15,-1.93
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,25776,,2022-02-21 08:32:28 EST,2022-02-21,08:32:28,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/946720042694335,Kinsa ganahan pahimo Vax Card Kanang naay QR Code dli mi mohimo if Wala Legit here Pm me!!!,"",,"","","",0,,,1,-26
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,24749,,2022-02-01 05:12:45 EST,2022-02-01,05:12:45,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/934673950565611,VAX CERT available for only 80pesos only ✅free layout ✅50pesos for a minimum of 5 pcs pm now!! pahibalo para lng n sa mga fully vaccinated ha.. for orders just pm me.. ✅Id size ✅less hassle release nxt week p.s if naa mo ipa soon nga design nga ganahan ninyu for ure vaxcert just pm po muhimo rako.. strictly no cancellation,https://www.facebook.com/photo.php?fbid=5231517740214875&set=gm.934673953898944&type=3,,"",Photos from Bebe Koh's post,"",0,,,0,-58
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,24679,,2022-01-31 02:07:27 EST,2022-01-31,02:07:27,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/934035993962740,VAX CERT available for only 80pesos only ✅free layout ✅50pesos for a minimum of 5 pcs pm now!! pahibalo para lng n sa mga fully vaccinated ha.. for orders just pm me.. ✅Id size ✅less hassle release nxt week p.s if naa mo ipa soon nga design nga ganahan ninyu for ure vaxcert just pm po muhimo rako.. strictly no cancellation,https://www.facebook.com/photo.php?fbid=5227992003900782&set=gm.934035990629407&type=3,,"",Photos from Bebe Koh's post,"",0,,,0,-66
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,24596,,2022-01-28 21:22:02 EST,2022-01-28,21:22:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/932703410762665,"Hello mga mommies pls support my small business. 🔹Vax Cert ID - php100 🔹Lanyard - php100 🔹ID holder (metal)-php50 Located at Kennedy St., Hipodromo, Cebu City Delivery thru Maxim MOP: COD PM if interested😊",https://www.facebook.com/photo.php?fbid=10158462787533302&set=gm.932703417429331&type=3,,"",Photos from Juerzyn Rosell's post,"",0,,,0,-58
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,24446,,2022-01-26 10:31:46 EST,2022-01-26,10:31:46,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/931248954241444,VAX CERT available for only 80pesos only ✅free layout ✅50pesos for a minimum of 5 pcs pm now!! pahibalo para lng n sa mga fully vaccinated ha.. for orders just pm me.. ✅Id size ✅less hassle release nxt week p.s if naa mo ipa soon nga design nga ganahan ninyu for ure vaxcert just pm po muhimo rako.. strictly no cancellation,https://www.facebook.com/photo.php?fbid=5209982349035081&set=gm.931248954241444&type=3,,"",Photos from Bebe Koh's post,"",0,,,0,-58
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,24374,,2022-01-25 02:50:40 EST,2022-01-25,02:50:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/930463664319973,VAX CERT available for only 80pesos only ✅free layout ✅50pesos for a minimum of 5 pcs pm now!! pahibalo para lng n sa mga fully vaccinated ha.. for orders just pm me.. ✅Id size ✅less hassle makuha tom sa hapon or thursday sa buntag.. strictly no cancellation,https://www.facebook.com/photo.php?fbid=5203678282998821&set=gm.930463664319973&type=3,,"",Photos from Bebe Koh's post,"",0,,,0,-54
MOMMY'S Barter/Sell Cebu Community [ MBSCC ],"",none,,,,20435,,2021-12-05 20:47:15 EST,2021-12-05,20:47:15,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/576534649712878/permalink/901289327237407,Booho short OHAND mga momies hilig ug sexy diha very comfy tela 100 pesos ra Loc.Labogon Mandaue City Meetup Gaisano Grandmall If wala vax card gawas lang 7/11 Or maxim,https://www.facebook.com/photo.php?fbid=2710082722619760&set=gm.901289327237407&type=3,,"",Photos from Stifany Book Aldava's post,"",0,,,0,-84
Mom & Pop Shop,"",none,,,,2201,,2022-02-11 22:45:56 EST,2022-02-11,22:45:56,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/182323901816858/permalink/4762258007156735,"Hi hi! I wanted you to know about the… Victorian Love Secret Speakeasy Pre-Valentine’s Party Sunday Feb 13, 2022 7pm - 9pm NYC time The Museum of Interesting Things takes over a Soho loft for a special Valentine’s themed party LIVE or Virtual whatever suits you! 16mm short films & Interesting Things! Yes Love is in the Air! 1930’s to the 1960’s of love and the ladies In the spirit of a true Speakeasy Anything can change so... Please check this website before leaving http://www.secretspeakeasy.com Early 1900’s and some 1800’s love themed Stereoviews and Mutoscope cards! The Loft at Prince Street 177 Prince Str or virtually $10 to help the Museum Between Thompson & Sullivan street in Soho NYC 212 274 8757 Advance Tickets: https://www.eventbrite.com/e/victorian-love-valentines-secret-speakeasy-sun-feb-13th-2022-7pm-tickets-260608656507 https://www.facebook.com/events/292778119511120 A perfect date night or come meet someone new! Pls have vax card",https://www.facebook.com/events/292778119511120/,,"",Victorian Love Valentine’s Secret Speakeasy Sun Feb 13th 2022 7pm,"Hi hi!

I wanted you to know about the…
Victorian Love  Secret Speakeasy  Pre-Valentine’s Party

Sunday Feb 13, 2022  7pm - 9pm NYC time

 The Museum of Interesting Things  takes over a Soho loft 
for a special  Valentine’s themed party
LIVE or Virtual whatever suits you! 

16mm short films & Interesting Things!
Yes Love is in the Air!
1930’s to the 1960’s
of love and the ladies
 
In the spirit of a true Speakeasy
Anything can change so...
Please check this website before leaving

http://www.secretspeakeasy.com

  Early 1900’s and some 1800’s love themed Stereoviews and Mutoscope cards!
 
The Loft at Prince Street 177 Prince Str or virtually $10 to help the Museum Between Thompson & Sullivan street
in Soho NYC 212 274 8757

Advance Tickets:
https://victorianlove0222.eventbrite.com


 A perfect date night or come meet someone new!
Pls have vax card
",0,,,1,-22
